GeographyCode,DC4401NI0001,DC4401NI0002,DC4401NI0003,DC4401NI0004,DC4401NI0005,DC4401NI0006,DC4401NI0007,DC4401NI0008,DC4401NI0009,DC4401NI0010,DC4401NI0011,DC4401NI0012,DC4401NI0013,DC4401NI0014,DC4401NI0015,DC4401NI0016,DC4401NI0017,DC4401NI0018,DC4401NI0019,DC4401NI0020,DC4401NI0021,DC4401NI0022,DC4401NI0023,DC4401NI0024,DC4401NI0025,DC4401NI0026,DC4401NI0027,DC4401NI0028,DC4401NI0029,DC4401NI0030,DC4401NI0031,DC4401NI0032,DC4401NI0033,DC4401NI0034,DC4401NI0035,DC4401NI0036
95GG22,2282,2208,74,2282,2208,74,2005,1946,59,167,161,6,1186,1156,30,652,629,23,277,262,15,262,253,9,10,8,2,5,1,4,0,0,0,0,0,0
95GG23,1878,1821,57,1878,1821,57,1706,1667,39,509,502,7,870,845,25,327,320,7,172,154,18,162,145,17,5,5,0,5,4,1,0,0,0,0,0,0
95GG24,2092,1945,147,2092,1945,147,1868,1741,127,324,318,6,570,549,21,974,874,100,224,204,20,195,178,17,25,22,3,4,4,0,0,0,0,0,0,0
95GG25,2236,2194,42,2236,2194,42,1764,1742,22,164,164,0,680,674,6,920,904,16,472,452,20,448,432,16,21,18,3,3,2,1,0,0,0,0,0,0
95GG26,1753,1654,99,1753,1654,99,1633,1550,83,124,117,7,547,524,23,962,909,53,120,104,16,113,98,15,6,6,0,1,0,1,0,0,0,0,0,0
95GG27,2559,2467,92,2559,2467,92,1986,1973,13,196,195,1,705,698,7,1085,1080,5,573,494,79,563,485,78,6,6,0,4,3,1,0,0,0,0,0,0
95GG28,2411,2325,86,2411,2325,86,2177,2124,53,223,219,4,1014,986,28,940,919,21,234,201,33,224,191,33,10,10,0,0,0,0,0,0,0,0,0,0
95GG29,2924,2430,494,2922,2428,494,1905,1805,100,86,86,0,413,407,6,1406,1312,94,1017,623,394,970,589,381,34,29,5,13,5,8,0,0,0,2,2,0
95GG30,2172,2083,89,2172,2083,89,1831,1781,50,376,367,9,1116,1090,26,339,324,15,341,302,39,306,270,36,33,30,3,2,2,0,0,0,0,0,0,0
95GG31,2516,2463,53,2516,2463,53,2212,2185,27,120,118,2,1298,1288,10,794,779,15,304,278,26,287,266,21,16,11,5,1,1,0,0,0,0,0,0,0
95GG32,2804,2649,155,2800,2645,155,2633,2508,125,383,365,18,1173,1146,27,1077,997,80,157,128,29,149,120,29,7,7,0,1,1,0,10,9,1,4,4,0
95GG33,2371,2195,176,2371,2195,176,1855,1762,93,1024,982,42,469,451,18,362,329,33,516,433,83,417,359,58,74,54,20,25,20,5,0,0,0,0,0,0
95GG34,2102,1999,103,2102,1999,103,1765,1716,49,237,230,7,1030,1004,26,498,482,16,337,283,54,326,274,52,7,7,0,4,2,2,0,0,0,0,0,0
95GG35,2449,2244,205,2444,2240,204,1642,1580,62,98,98,0,229,229,0,1315,1253,62,802,660,142,769,634,135,24,22,2,9,4,5,0,0,0,5,4,1
95GG36,2586,2481,105,2586,2481,105,2396,2305,91,157,146,11,1809,1752,57,430,407,23,190,176,14,178,166,12,5,5,0,7,5,2,0,0,0,0,0,0
95GG37,2813,2687,126,2813,2687,126,2303,2209,94,280,271,9,985,951,34,1038,987,51,510,478,32,462,437,25,41,36,5,7,5,2,0,0,0,0,0,0
95GG38,3046,2915,131,3042,2911,131,2101,2045,56,288,278,10,1165,1144,21,648,623,25,940,865,75,843,776,67,89,83,6,8,6,2,1,1,0,4,4,0
95GG39,4029,3616,413,4023,3610,413,2035,1963,72,111,110,1,201,198,3,1723,1655,68,1988,1647,341,1917,1586,331,55,47,8,16,14,2,0,0,0,6,6,0
95GG40,1996,1861,135,1996,1861,135,1694,1605,89,153,151,2,338,335,3,1203,1119,84,300,254,46,288,246,42,7,7,0,5,1,4,2,2,0,0,0,0
95GG41,2289,2173,116,2289,2173,116,1952,1888,64,1304,1270,34,492,475,17,156,143,13,337,285,52,276,238,38,59,45,14,2,2,0,0,0,0,0,0,0
95GG42,2773,2606,167,2768,2601,167,2223,2135,88,711,698,13,938,906,32,574,531,43,545,466,79,427,371,56,111,89,22,7,6,1,0,0,0,5,5,0
95GG43,2444,2316,128,2444,2316,128,2100,2002,98,91,88,3,545,526,19,1464,1388,76,344,314,30,312,291,21,32,23,9,0,0,0,0,0,0,0,0,0
95GG44,2881,2705,176,2879,2703,176,2195,2066,129,116,115,1,220,220,0,1859,1731,128,684,637,47,602,568,34,68,57,11,14,12,2,0,0,0,2,2,0
95GG45,2200,2129,71,2198,2127,71,1867,1819,48,645,627,18,515,504,11,707,688,19,331,308,23,315,292,23,10,10,0,6,6,0,0,0,0,2,2,0
95GG46,1957,1932,25,1957,1932,25,1816,1798,18,111,111,0,797,794,3,908,893,15,140,133,7,131,124,7,5,5,0,4,4,0,1,1,0,0,0,0
95GG47,3176,2641,535,3163,2629,534,1889,1680,209,101,91,10,365,351,14,1423,1238,185,1273,948,325,868,672,196,374,262,112,31,14,17,1,1,0,13,12,1
95GG48,2081,2051,30,2081,2051,30,1931,1910,21,107,107,0,472,472,0,1352,1331,21,150,141,9,142,134,8,8,7,1,0,0,0,0,0,0,0,0,0
95GG49,3847,3351,496,3838,3347,491,2311,2108,203,162,147,15,369,341,28,1780,1620,160,1527,1239,288,965,792,173,510,429,81,52,18,34,0,0,0,9,4,5
95GG50,2844,2653,191,2844,2653,191,2505,2347,158,80,79,1,216,211,5,2209,2057,152,339,306,33,273,256,17,53,41,12,13,9,4,0,0,0,0,0,0
95GG51,2289,2081,208,2289,2081,208,2093,1912,181,112,111,1,573,562,11,1408,1239,169,196,169,27,176,154,22,13,9,4,7,6,1,0,0,0,0,0,0
95HH01,925,890,35,925,890,35,785,766,19,278,273,5,253,251,2,254,242,12,140,124,16,128,113,15,7,7,0,5,4,1,0,0,0,0,0,0
95HH02,1076,1063,13,1076,1063,13,1068,1055,13,569,562,7,484,478,6,15,15,0,8,8,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,0
95HH03,750,726,24,750,726,24,723,706,17,524,513,11,120,117,3,79,76,3,27,20,7,27,20,7,0,0,0,0,0,0,0,0,0,0,0,0
95HH04,1169,1160,9,1169,1160,9,1124,1116,8,671,666,5,411,408,3,42,42,0,45,44,1,44,43,1,1,1,0,0,0,0,0,0,0,0,0,0
95HH05,939,908,31,939,908,31,842,813,29,95,94,1,195,194,1,552,525,27,97,95,2,92,90,2,5,5,0,0,0,0,0,0,0,0,0,0
95HH06,1711,1682,29,1711,1682,29,1653,1630,23,1051,1039,12,484,480,4,118,111,7,55,49,6,42,36,6,5,5,0,8,8,0,3,3,0,0,0,0
95HH07,775,733,42,775,733,42,513,497,16,70,69,1,99,97,2,344,331,13,262,236,26,255,229,26,7,7,0,0,0,0,0,0,0,0,0,0
95HH08,1158,1083,75,1158,1083,75,964,908,56,488,462,26,282,272,10,194,174,20,194,175,19,179,161,18,15,14,1,0,0,0,0,0,0,0,0,0
95HH09,1590,1423,167,1590,1423,167,909,827,82,87,86,1,234,225,9,588,516,72,680,595,85,614,549,65,37,27,10,29,19,10,1,1,0,0,0,0
95HH10,983,945,38,983,945,38,946,919,27,548,540,8,185,177,8,213,202,11,37,26,11,36,26,10,1,0,1,0,0,0,0,0,0,0,0,0
95HH11,670,655,15,670,655,15,547,538,9,56,55,1,147,147,0,344,336,8,123,117,6,119,113,6,3,3,0,1,1,0,0,0,0,0,0,0
95HH12,637,626,11,637,626,11,631,620,11,198,195,3,322,317,5,111,108,3,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
95HH13,637,614,23,637,614,23,599,579,20,25,25,0,92,90,2,482,464,18,38,35,3,38,35,3,0,0,0,0,0,0,0,0,0,0,0,0
95HH14,789,764,25,789,764,25,625,606,19,56,55,1,138,135,3,431,416,15,164,158,6,159,153,6,1,1,0,4,4,0,0,0,0,0,0,0
95HH15,1111,1083,28,1111,1083,28,946,929,17,257,255,2,327,321,6,362,353,9,165,154,11,159,149,10,5,5,0,1,0,1,0,0,0,0,0,0
95HH16,963,917,46,963,917,46,850,824,26,401,388,13,237,235,2,212,201,11,113,93,20,87,77,10,19,13,6,7,3,4,0,0,0,0,0,0
95HH17,959,928,31,959,928,31,932,904,28,550,530,20,306,302,4,76,72,4,23,21,2,22,20,2,0,0,0,1,1,0,4,3,1,0,0,0
95II01,1305,1260,45,1305,1260,45,1224,1186,38,601,586,15,522,504,18,101,96,5,81,74,7,76,69,7,5,5,0,0,0,0,0,0,0,0,0,0
95II02,1977,1911,66,1977,1911,66,1579,1552,27,688,681,7,451,443,8,440,428,12,398,359,39,389,351,38,7,6,1,2,2,0,0,0,0,0,0,0
95II03,1339,1304,35,1339,1304,35,1291,1258,33,327,323,4,944,916,28,20,19,1,48,46,2,38,37,1,10,9,1,0,0,0,0,0,0,0,0,0
95II04,1732,1672,60,1732,1672,60,1561,1513,48,444,431,13,567,553,14,550,529,21,171,159,12,164,152,12,6,6,0,1,1,0,0,0,0,0,0,0
95II05,1332,1301,31,1332,1301,31,1238,1214,24,613,601,12,489,485,4,136,128,8,94,87,7,91,84,7,3,3,0,0,0,0,0,0,0,0,0,0
95II06,1324,1285,39,1324,1285,39,1255,1222,33,648,636,12,531,524,7,76,62,14,67,62,5,67,62,5,0,0,0,0,0,0,2,1,1,0,0,0
95II07,1049,991,58,1049,991,58,701,679,22,35,35,0,127,122,5,539,522,17,348,312,36,345,309,36,3,3,0,0,0,0,0,0,0,0,0,0
95II08,1118,1073,45,1118,1073,45,891,858,33,32,32,0,634,612,22,225,214,11,227,215,12,222,211,11,3,2,1,2,2,0,0,0,0,0,0,0
95II09,1509,1417,92,1506,1414,92,1309,1259,50,204,193,11,916,898,18,189,168,21,197,155,42,183,148,35,3,3,0,11,4,7,0,0,0,3,3,0
95II10,1179,1144,35,1179,1144,35,961,943,18,95,95,0,192,188,4,674,660,14,218,201,17,213,196,17,4,4,0,1,1,0,0,0,0,0,0,0
95II11,1082,1055,27,1082,1055,27,1015,994,21,292,284,8,709,696,13,14,14,0,67,61,6,64,58,6,3,3,0,0,0,0,0,0,0,0,0,0
95II12,1052,1007,45,1052,1007,45,965,938,27,534,523,11,407,392,15,24,23,1,87,69,18,77,59,18,2,2,0,8,8,0,0,0,0,0,0,0
95II13,1306,1253,53,1306,1253,53,944,919,25,182,175,7,402,397,5,360,347,13,362,334,28,356,328,28,3,3,0,3,3,0,0,0,0,0,0,0
95II14,1059,1026,33,1059,1026,33,1033,1010,23,449,441,8,535,520,15,49,49,0,25,15,10,25,15,10,0,0,0,0,0,0,1,1,0,0,0,0
95II15,1338,1319,19,1338,1319,19,1297,1278,19,608,602,6,643,631,12,46,45,1,41,41,0,36,36,0,3,3,0,2,2,0,0,0,0,0,0,0
95II16,926,890,36,926,890,36,861,837,24,30,29,1,574,559,15,257,249,8,65,53,12,65,53,12,0,0,0,0,0,0,0,0,0,0,0,0
95II17,1248,1190,58,1248,1190,58,904,877,27,217,212,5,435,422,13,252,243,9,344,313,31,338,307,31,3,3,0,3,3,0,0,0,0,0,0,0
95II18,1148,1090,58,1148,1090,58,826,796,30,38,37,1,211,202,9,577,557,20,321,293,28,318,290,28,3,3,0,0,0,0,1,1,0,0,0,0
95II19,1425,1389,36,1425,1389,36,1399,1366,33,907,892,15,292,276,16,200,198,2,24,21,3,22,20,2,2,1,1,0,0,0,2,2,0,0,0,0
95II20,1255,1211,44,1255,1211,44,1073,1044,29,259,247,12,684,670,14,130,127,3,182,167,15,172,157,15,9,9,0,1,1,0,0,0,0,0,0,0
95II21,1092,1045,47,1092,1045,47,911,881,30,63,62,1,258,257,1,590,562,28,181,164,17,175,158,17,6,6,0,0,0,0,0,0,0,0,0,0
95II22,1019,990,29,1019,990,29,902,881,21,200,194,6,367,362,5,335,325,10,117,109,8,113,107,6,4,2,2,0,0,0,0,0,0,0,0,0
95II23,935,910,25,935,910,25,897,874,23,102,101,1,630,611,19,165,162,3,38,36,2,37,36,1,0,0,0,1,0,1,0,0,0,0,0,0
95JJ01,928,892,36,928,892,36,924,889,35,717,691,26,173,164,9,34,34,0,3,2,1,2,2,0,0,0,0,1,0,1,1,1,0,0,0,0
95JJ02,1581,1074,507,1581,1074,507,1288,949,339,611,485,126,399,270,129,278,194,84,293,125,168,270,111,159,22,13,9,1,1,0,0,0,0,0,0,0
95JJ03,1039,1023,16,1039,1023,16,910,896,14,219,217,2,249,246,3,442,433,9,129,127,2,126,124,2,2,2,0,1,1,0,0,0,0,0,0,0
95JJ04,1625,1279,346,1625,1279,346,1479,1219,260,847,695,152,398,349,49,234,175,59,143,59,84,117,49,68,20,9,11,6,1,5,3,1,2,0,0,0
95JJ05,1007,892,115,1007,892,115,751,674,77,63,61,2,176,168,8,512,445,67,256,218,38,211,185,26,30,22,8,15,11,4,0,0,0,0,0,0
95JJ06,1105,1063,42,1105,1063,42,904,885,19,92,91,1,419,410,9,393,384,9,201,178,23,192,169,23,6,6,0,3,3,0,0,0,0,0,0,0
95JJ07,1134,1092,42,1134,1092,42,1041,1003,38,167,162,5,244,231,13,630,610,20,93,89,4,88,84,4,3,3,0,2,2,0,0,0,0,0,0,0
95JJ08,1406,1187,219,1406,1187,219,1348,1146,202,744,669,75,480,382,98,124,95,29,56,39,17,52,36,16,3,2,1,1,1,0,2,2,0,0,0,0
95JJ09,1343,839,504,1343,839,504,1221,822,399,734,544,190,359,239,120,128,39,89,120,16,104,106,12,94,14,4,10,0,0,0,2,1,1,0,0,0
95JJ10,1070,1027,43,1068,1026,42,1022,984,38,656,633,23,181,176,5,185,175,10,43,40,3,35,35,0,1,1,0,7,4,3,3,2,1,2,1,1
95JJ11,1899,1542,357,1899,1542,357,1825,1493,332,1101,928,173,569,442,127,155,123,32,73,48,25,70,46,24,3,2,1,0,0,0,1,1,0,0,0,0
95JJ12,1051,1002,49,1051,1002,49,957,919,38,478,463,15,264,254,10,215,202,13,91,80,11,67,61,6,5,5,0,19,14,5,3,3,0,0,0,0
95JJ13,1517,1457,60,1517,1457,60,1481,1432,49,883,861,22,493,472,21,105,99,6,36,25,11,34,23,11,1,1,0,1,1,0,0,0,0,0,0,0
95JJ14,870,849,21,870,849,21,867,846,21,549,536,13,215,210,5,103,100,3,2,2,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0
95JJ15,871,779,92,871,779,92,690,648,42,350,335,15,149,140,9,191,173,18,181,131,50,161,119,42,15,9,6,5,3,2,0,0,0,0,0,0
95JJ16,1432,916,516,1428,913,515,932,665,267,184,141,43,391,287,104,357,237,120,495,247,248,431,217,214,42,19,23,22,11,11,1,1,0,4,3,1
95JJ17,856,824,32,856,824,32,848,816,32,703,671,32,114,114,0,31,31,0,7,7,0,4,4,0,3,3,0,0,0,0,1,1,0,0,0,0
95JJ18,1440,975,465,1440,975,465,833,666,167,221,175,46,218,179,39,394,312,82,607,309,298,458,239,219,113,50,63,36,20,16,0,0,0,0,0,0
95JJ19,1472,1128,344,1472,1128,344,1321,1052,269,853,706,147,345,266,79,123,80,43,150,76,74,142,71,71,6,3,3,2,2,0,1,0,1,0,0,0
95JJ20,1676,1618,58,1676,1618,58,1620,1564,56,780,759,21,604,579,25,236,226,10,56,54,2,55,53,2,1,1,0,0,0,0,0,0,0,0,0,0
95JJ21,1026,962,64,1026,962,64,930,883,47,299,285,14,347,338,9,284,260,24,96,79,17,94,77,17,0,0,0,2,2,0,0,0,0,0,0,0
95JJ22,1134,1088,46,1134,1088,46,1034,1004,30,695,683,12,225,219,6,114,102,12,100,84,16,85,74,11,7,6,1,8,4,4,0,0,0,0,0,0
95KK01,906,836,70,906,836,70,891,822,69,675,621,54,153,139,14,63,62,1,1,1,0,0,0,0,0,0,0,1,1,0,14,13,1,0,0,0
95KK02,768,722,46,768,722,46,752,708,44,440,412,28,193,188,5,119,108,11,11,9,2,6,6,0,0,0,0,5,3,2,5,5,0,0,0,0
95KK03,761,704,57,761,704,57,756,699,57,685,636,49,44,39,5,27,24,3,1,1,0,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0
95KK04,1014,974,40,1014,974,40,969,933,36,381,370,11,289,277,12,299,286,13,45,41,4,40,37,3,2,2,0,3,2,1,0,0,0,0,0,0
95KK05,843,803,40,843,803,40,834,795,39,667,635,32,126,120,6,41,40,1,5,5,0,4,4,0,1,1,0,0,0,0,4,3,1,0,0,0
95KK06,761,737,24,761,737,24,724,706,18,255,253,2,203,201,2,266,252,14,37,31,6,26,22,4,6,4,2,5,5,0,0,0,0,0,0,0
95KK07,699,682,17,699,682,17,695,678,17,591,576,15,69,67,2,35,35,0,1,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,0,0
95KK08,1019,967,52,1019,967,52,996,944,52,455,428,27,333,325,8,208,191,17,21,21,0,11,11,0,0,0,0,10,10,0,2,2,0,0,0,0
95KK09,1029,947,82,1027,945,82,860,795,65,314,291,23,295,271,24,251,233,18,166,149,17,147,135,12,10,7,3,9,7,2,1,1,0,2,2,0
95KK10,739,699,40,739,699,40,729,690,39,619,590,29,76,71,5,34,29,5,1,1,0,0,0,0,1,1,0,0,0,0,9,8,1,0,0,0
95KK11,1016,982,34,1016,982,34,979,948,31,310,297,13,353,348,5,316,303,13,37,34,3,28,26,2,7,6,1,2,2,0,0,0,0,0,0,0
95KK12,848,776,72,848,776,72,829,763,66,518,478,40,174,168,6,137,117,20,17,11,6,6,6,0,5,2,3,6,3,3,2,2,0,0,0,0
95KK13,664,642,22,664,642,22,661,639,22,487,469,18,85,85,0,89,85,4,2,2,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0
95KK14,738,703,35,738,703,35,715,685,30,432,413,19,153,142,11,130,130,0,19,15,4,13,13,0,3,2,1,3,0,3,4,3,1,0,0,0
95KK15,1006,921,85,1006,921,85,1001,916,85,785,708,77,143,139,4,73,69,4,3,3,0,1,1,0,1,1,0,1,1,0,2,2,0,0,0,0
95KK16,847,809,38,847,809,38,757,741,16,279,278,1,319,314,5,159,149,10,90,68,22,79,62,17,6,2,4,5,4,1,0,0,0,0,0,0
95LL01,1617,1579,38,1617,1579,38,1591,1557,34,1030,1003,27,432,426,6,129,128,1,18,15,3,9,9,0,3,1,2,6,5,1,8,7,1,0,0,0
95LL02,1555,1367,188,1555,1367,188,1340,1191,149,394,376,18,227,219,8,719,596,123,213,174,39,137,114,23,47,42,5,29,18,11,2,2,0,0,0,0
95LL03,1167,1092,75,1167,1092,75,941,879,62,184,176,8,353,330,23,404,373,31,223,210,13,217,204,13,5,5,0,1,1,0,3,3,0,0,0,0
95LL04,1131,1090,41,1131,1090,41,1122,1081,41,383,369,14,315,303,12,424,409,15,7,7,0,6,6,0,1,1,0,0,0,0,2,2,0,0,0,0
95LL05,1502,1454,48,1502,1454,48,1492,1446,46,1011,975,36,389,384,5,92,87,5,10,8,2,6,6,0,3,2,1,1,0,1,0,0,0,0,0,0
95LL06,1498,1408,90,1498,1408,90,1384,1305,79,440,423,17,610,569,41,334,313,21,114,103,11,106,96,10,6,6,0,2,1,1,0,0,0,0,0,0
95LL07,1059,1001,58,1059,1001,58,943,892,51,60,59,1,140,136,4,743,697,46,116,109,7,99,94,5,14,13,1,3,2,1,0,0,0,0,0,0
95LL08,1398,1326,72,1396,1324,72,1280,1214,66,219,218,1,429,423,6,632,573,59,115,109,6,108,104,4,6,4,2,1,1,0,1,1,0,2,2,0
95LL09,1493,1395,98,1493,1395,98,1183,1114,69,127,123,4,359,351,8,697,640,57,310,281,29,277,254,23,9,8,1,24,19,5,0,0,0,0,0,0
95LL10,1803,1741,62,1803,1741,62,1726,1679,47,1099,1069,30,488,483,5,139,127,12,69,56,13,62,51,11,3,3,0,4,2,2,8,6,2,0,0,0
95LL11,1519,1424,95,1519,1424,95,1504,1411,93,872,827,45,331,315,16,301,269,32,13,11,2,11,10,1,0,0,0,2,1,1,2,2,0,0,0,0
95LL12,1520,1492,28,1520,1492,28,1469,1441,28,214,213,1,390,383,7,865,845,20,49,49,0,45,45,0,3,3,0,1,1,0,2,2,0,0,0,0
95LL13,1190,1097,93,1190,1097,93,1099,1043,56,247,243,4,339,326,13,513,474,39,62,53,9,57,48,9,4,4,0,1,1,0,29,1,28,0,0,0
95LL14,995,970,25,995,970,25,990,965,25,127,126,1,354,348,6,509,491,18,5,5,0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0
95LL15,1432,1330,102,1430,1330,100,1249,1169,80,471,451,20,379,366,13,399,352,47,181,161,20,145,139,6,27,17,10,9,5,4,0,0,0,2,0,2
95LL16,2370,2282,88,2370,2282,88,2342,2254,88,1188,1155,33,843,806,37,311,293,18,26,26,0,19,19,0,6,6,0,1,1,0,2,2,0,0,0,0
95LL17,1150,1106,44,1150,1106,44,1109,1066,43,339,331,8,424,404,20,346,331,15,41,40,1,40,39,1,1,1,0,0,0,0,0,0,0,0,0,0
95LL18,1423,1331,92,1423,1331,92,1385,1297,88,592,571,21,701,655,46,92,71,21,38,34,4,32,28,4,5,5,0,1,1,0,0,0,0,0,0,0
95LL19,1982,1904,78,1982,1904,78,1945,1873,72,1154,1116,38,456,446,10,335,311,24,36,30,6,34,28,6,2,2,0,0,0,0,1,1,0,0,0,0
95LL20,979,942,37,979,942,37,934,901,33,81,79,2,382,369,13,471,453,18,45,41,4,42,39,3,2,2,0,1,0,1,0,0,0,0,0,0
95LL21,1776,1662,114,1776,1662,114,1576,1476,100,361,350,11,677,645,32,538,481,57,199,185,14,160,151,9,27,23,4,12,11,1,1,1,0,0,0,0
95LL22,1482,1424,58,1482,1424,58,1333,1294,39,277,264,13,552,540,12,504,490,14,149,130,19,146,127,19,3,3,0,0,0,0,0,0,0,0,0,0
95LL23,1046,973,73,1046,973,73,976,906,70,139,130,9,326,307,19,511,469,42,70,67,3,65,63,2,3,2,1,2,2,0,0,0,0,0,0,0
95LL24,1389,1312,77,1389,1312,77,1371,1294,77,986,930,56,285,269,16,100,95,5,14,14,0,11,11,0,2,2,0,1,1,0,4,4,0,0,0,0
95LL25,1825,1739,86,1825,1739,86,1805,1719,86,1042,1005,37,468,448,20,295,266,29,20,20,0,17,17,0,2,2,0,1,1,0,0,0,0,0,0,0
95LL26,1624,1490,134,1624,1490,134,1484,1371,113,478,465,13,294,281,13,712,625,87,140,119,21,119,107,12,16,9,7,5,3,2,0,0,0,0,0,0
95MM01,1942,1897,45,1942,1897,45,1833,1801,32,596,586,10,826,809,17,411,406,5,109,96,13,98,86,12,10,9,1,1,1,0,0,0,0,0,0,0
95MM02,1167,1144,23,1167,1144,23,1101,1082,19,693,681,12,203,200,3,205,201,4,65,62,3,59,56,3,6,6,0,0,0,0,1,0,1,0,0,0
95MM03,1206,1155,51,1206,1155,51,1198,1148,50,839,809,30,234,226,8,125,113,12,5,4,1,3,3,0,2,1,1,0,0,0,3,3,0,0,0,0
95MM04,908,890,18,908,890,18,851,834,17,66,66,0,259,255,4,526,513,13,57,56,1,45,45,0,8,8,0,4,3,1,0,0,0,0,0,0
95MM05,1095,1062,33,1091,1060,31,854,840,14,74,74,0,185,183,2,595,583,12,237,220,17,228,215,13,7,4,3,2,1,1,0,0,0,4,2,2
95MM06,962,949,13,962,949,13,859,855,4,100,100,0,151,150,1,608,605,3,103,94,9,102,93,9,1,1,0,0,0,0,0,0,0,0,0,0
95MM07,1228,1201,27,1228,1201,27,1074,1054,20,327,319,8,302,301,1,445,434,11,154,147,7,147,141,6,6,5,1,1,1,0,0,0,0,0,0,0
95MM08,1300,1238,62,1300,1238,62,1129,1089,40,343,338,5,498,482,16,288,269,19,171,149,22,167,147,20,3,2,1,1,0,1,0,0,0,0,0,0
95MM09,1250,1220,30,1250,1220,30,1216,1191,25,789,775,14,278,275,3,149,141,8,34,29,5,28,28,0,0,0,0,6,1,5,0,0,0,0,0,0
