GeographyCode,DC4401NI0001,DC4401NI0002,DC4401NI0003,DC4401NI0004,DC4401NI0005,DC4401NI0006,DC4401NI0007,DC4401NI0008,DC4401NI0009,DC4401NI0010,DC4401NI0011,DC4401NI0012,DC4401NI0013,DC4401NI0014,DC4401NI0015,DC4401NI0016,DC4401NI0017,DC4401NI0018,DC4401NI0019,DC4401NI0020,DC4401NI0021,DC4401NI0022,DC4401NI0023,DC4401NI0024,DC4401NI0025,DC4401NI0026,DC4401NI0027,DC4401NI0028,DC4401NI0029,DC4401NI0030,DC4401NI0031,DC4401NI0032,DC4401NI0033,DC4401NI0034,DC4401NI0035,DC4401NI0036
95SS29,1093,1031,62,1093,1031,62,858,843,15,37,37,0,118,118,0,703,688,15,235,188,47,229,182,47,5,5,0,1,1,0,0,0,0,0,0,0
95SS30,1172,1125,47,1168,1121,47,1097,1056,41,605,582,23,451,441,10,41,33,8,71,65,6,67,62,5,4,3,1,0,0,0,0,0,0,4,4,0
95TT01,868,838,30,868,838,30,860,830,30,727,701,26,99,97,2,34,32,2,4,4,0,1,1,0,2,2,0,1,1,0,4,4,0,0,0,0
95TT02,909,857,52,909,857,52,895,848,47,530,514,16,206,199,7,159,135,24,11,6,5,4,4,0,3,1,2,4,1,3,3,3,0,0,0,0
95TT03,1228,1175,53,1228,1175,53,1202,1152,50,514,497,17,451,441,10,237,214,23,24,21,3,11,11,0,5,4,1,8,6,2,2,2,0,0,0,0
95TT04,1074,1018,56,1074,1018,56,987,950,37,512,497,15,276,264,12,199,189,10,85,66,19,76,61,15,5,2,3,4,3,1,2,2,0,0,0,0
95TT05,1168,1129,39,1168,1129,39,1075,1044,31,420,410,10,362,358,4,293,276,17,93,85,8,71,70,1,6,6,0,16,9,7,0,0,0,0,0,0
95TT06,920,886,34,920,886,34,906,874,32,616,593,23,185,180,5,105,101,4,12,11,1,10,10,0,1,0,1,1,1,0,2,1,1,0,0,0
95TT07,901,874,27,901,874,27,894,867,27,723,702,21,117,113,4,54,52,2,1,1,0,1,1,0,0,0,0,0,0,0,6,6,0,0,0,0
95TT08,880,851,29,880,851,29,858,830,28,709,688,21,107,103,4,42,39,3,10,9,1,7,6,1,0,0,0,3,3,0,12,12,0,0,0,0
95TT09,902,874,28,902,874,28,894,866,28,744,722,22,113,109,4,37,35,2,3,3,0,1,1,0,2,2,0,0,0,0,5,5,0,0,0,0
95TT10,1086,1056,30,1086,1056,30,1035,1008,27,285,275,10,400,399,1,350,334,16,51,48,3,40,39,1,2,2,0,9,7,2,0,0,0,0,0,0
95TT11,962,945,17,962,945,17,957,940,17,750,736,14,142,141,1,65,63,2,2,2,0,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0
95TT12,936,898,38,936,898,38,922,886,36,638,613,25,208,206,2,76,67,9,11,9,2,8,6,2,1,1,0,2,2,0,3,3,0,0,0,0
95TT13,1123,1107,16,1123,1107,16,1077,1069,8,403,401,2,361,358,3,313,310,3,46,38,8,34,33,1,4,4,0,8,1,7,0,0,0,0,0,0
95TT14,858,830,28,858,830,28,789,769,20,307,298,9,261,255,6,221,216,5,68,60,8,57,54,3,3,3,0,8,3,5,1,1,0,0,0,0
95TT15,856,833,23,856,833,23,849,828,21,558,543,15,150,147,3,141,138,3,5,3,2,3,3,0,0,0,0,2,0,2,2,2,0,0,0,0
95TT16,895,866,29,895,866,29,879,852,27,598,579,19,175,171,4,106,102,4,11,10,1,2,2,0,7,7,0,2,1,1,5,4,1,0,0,0
95UU01,408,384,24,408,384,24,403,382,21,231,221,10,111,101,10,61,60,1,4,1,3,0,0,0,1,1,0,3,0,3,1,1,0,0,0,0
95UU02,576,439,137,576,439,137,572,435,137,241,181,60,261,205,56,70,49,21,3,3,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0
95UU03,540,381,159,540,381,159,419,318,101,276,223,53,103,72,31,40,23,17,121,63,58,80,43,37,12,3,9,29,17,12,0,0,0,0,0,0
95UU04,530,350,180,530,350,180,456,321,135,114,98,16,128,93,35,214,130,84,74,29,45,44,25,19,17,3,14,13,1,12,0,0,0,0,0,0
95UU05,391,373,18,391,373,18,390,372,18,236,224,12,130,126,4,24,22,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95UU06,672,569,103,669,568,101,653,557,96,432,361,71,133,120,13,88,76,12,16,11,5,9,6,3,6,4,2,1,1,0,0,0,0,3,1,2
95UU07,452,307,145,452,307,145,444,303,141,279,213,66,120,77,43,45,13,32,7,3,4,4,2,2,1,1,0,2,0,2,1,1,0,0,0,0
95UU08,573,461,112,573,461,112,509,421,88,265,216,49,150,137,13,94,68,26,64,40,24,52,32,20,5,4,1,7,4,3,0,0,0,0,0,0
95UU09,712,594,118,712,594,118,707,593,114,426,355,71,177,155,22,104,83,21,5,1,4,2,0,2,2,1,1,1,0,1,0,0,0,0,0,0
95UU10,538,420,118,538,420,118,485,407,78,319,279,40,133,103,30,33,25,8,53,13,40,49,9,40,3,3,0,1,1,0,0,0,0,0,0,0
95UU11,393,355,38,393,355,38,387,349,38,300,269,31,85,78,7,2,2,0,6,6,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0
95UU12,658,564,94,658,564,94,603,521,82,186,167,19,202,187,15,215,167,48,55,43,12,36,32,4,9,6,3,10,5,5,0,0,0,0,0,0
95UU13,398,333,65,398,333,65,392,327,65,252,208,44,110,98,12,30,21,9,4,4,0,1,1,0,3,3,0,0,0,0,2,2,0,0,0,0
95UU14,772,718,54,772,718,54,747,694,53,331,299,32,269,253,16,147,142,5,24,24,0,21,21,0,2,2,0,1,1,0,1,0,1,0,0,0
95UU15,395,360,35,395,360,35,392,357,35,235,217,18,118,110,8,39,30,9,2,2,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
95VV01,1304,1171,133,1304,1171,133,1280,1152,128,687,613,74,395,370,25,198,169,29,19,14,5,12,8,4,2,2,0,5,4,1,5,5,0,0,0,0
95VV02,1015,985,30,1015,985,30,851,830,21,81,79,2,269,265,4,501,486,15,164,155,9,139,138,1,19,12,7,6,5,1,0,0,0,0,0,0
95VV03,1021,996,25,1021,996,25,1002,977,25,226,219,7,461,450,11,315,308,7,17,17,0,10,10,0,5,5,0,2,2,0,2,2,0,0,0,0
95VV04,1125,1052,73,1125,1052,73,1110,1037,73,846,789,57,236,229,7,28,19,9,4,4,0,2,2,0,2,2,0,0,0,0,11,11,0,0,0,0
95VV05,1432,1364,68,1432,1364,68,1384,1322,62,1043,986,57,278,273,5,63,63,0,44,38,6,34,29,5,8,7,1,2,2,0,4,4,0,0,0,0
95VV06,1205,1153,52,1205,1153,52,1172,1123,49,695,655,40,386,378,8,91,90,1,26,25,1,18,18,0,4,3,1,4,4,0,7,5,2,0,0,0
95VV07,1720,1657,63,1720,1657,63,1558,1520,38,674,657,17,552,545,7,332,318,14,162,137,25,119,103,16,33,27,6,10,7,3,0,0,0,0,0,0
95VV08,1120,1006,114,1120,1006,114,1111,997,114,806,710,96,251,237,14,54,50,4,7,7,0,6,6,0,1,1,0,0,0,0,2,2,0,0,0,0
95VV09,1054,967,87,1054,967,87,998,926,72,438,384,54,412,399,13,148,143,5,53,39,14,36,31,5,4,3,1,13,5,8,3,2,1,0,0,0
95VV10,1221,1186,35,1215,1186,29,1125,1104,21,158,155,3,492,490,2,475,459,16,90,82,8,71,67,4,12,10,2,7,5,2,0,0,0,6,0,6
95VV11,1527,1484,43,1527,1484,43,1509,1466,43,780,752,28,626,611,15,103,103,0,15,15,0,14,14,0,1,1,0,0,0,0,3,3,0,0,0,0
95VV12,1201,1164,37,1201,1164,37,1174,1138,36,254,247,7,603,587,16,317,304,13,25,25,0,19,19,0,5,5,0,1,1,0,2,1,1,0,0,0
95VV13,1090,1054,36,1090,1054,36,1077,1046,31,914,884,30,157,156,1,6,6,0,4,2,2,2,2,0,1,0,1,1,0,1,9,6,3,0,0,0
95VV14,1327,1287,40,1327,1287,40,1166,1133,33,470,459,11,400,386,14,296,288,8,161,154,7,145,140,5,11,9,2,5,5,0,0,0,0,0,0,0
95VV15,1162,1140,22,1162,1140,22,1103,1082,21,221,220,1,475,467,8,407,395,12,58,57,1,50,49,1,8,8,0,0,0,0,1,1,0,0,0,0
95VV16,1101,1043,58,1101,1043,58,1066,1009,57,630,581,49,393,387,6,43,41,2,30,29,1,24,24,0,6,5,1,0,0,0,5,5,0,0,0,0
95VV17,1512,1410,102,1512,1410,102,1502,1402,100,906,826,80,500,489,11,96,87,9,6,4,2,2,2,0,1,1,0,3,1,2,4,4,0,0,0,0
95VV18,1455,1402,53,1455,1402,53,1352,1307,45,579,564,15,488,475,13,285,268,17,100,92,8,78,75,3,7,6,1,15,11,4,3,3,0,0,0,0
95VV19,1220,1172,48,1220,1172,48,1166,1123,43,503,477,26,495,483,12,168,163,5,53,49,4,45,42,3,6,5,1,2,2,0,1,0,1,0,0,0
95VV20,1048,925,123,1048,925,123,1023,903,120,812,725,87,185,155,30,26,23,3,7,6,1,2,2,0,5,4,1,0,0,0,18,16,2,0,0,0
95VV21,1306,1253,53,1306,1253,53,1288,1237,51,931,887,44,291,288,3,66,62,4,6,6,0,4,4,0,2,2,0,0,0,0,12,10,2,0,0,0
95VV22,1034,956,78,1034,956,78,1015,943,72,627,579,48,230,221,9,158,143,15,10,8,2,2,2,0,3,2,1,5,4,1,9,5,4,0,0,0
95VV23,1231,1123,108,1231,1123,108,1017,946,71,491,451,40,361,347,14,165,148,17,214,177,37,198,165,33,7,6,1,9,6,3,0,0,0,0,0,0
95VV24,1368,1258,110,1368,1258,110,1109,1058,51,410,392,18,351,334,17,348,332,16,258,199,59,223,179,44,31,17,14,4,3,1,1,1,0,0,0,0
95VV25,1350,1227,123,1350,1227,123,1338,1219,119,969,862,107,323,313,10,46,44,2,9,6,3,8,6,2,0,0,0,1,0,1,3,2,1,0,0,0
95VV26,1240,1172,68,1240,1172,68,1222,1154,68,745,695,50,404,388,16,73,71,2,13,13,0,5,5,0,4,4,0,4,4,0,5,5,0,0,0,0
95VV27,928,912,16,928,912,16,853,838,15,121,121,0,271,270,1,461,447,14,75,74,1,62,62,0,10,10,0,3,2,1,0,0,0,0,0,0
95VV28,1379,1343,36,1379,1343,36,1193,1159,34,363,360,3,350,345,5,480,454,26,186,184,2,163,162,1,19,18,1,4,4,0,0,0,0,0,0,0
95VV29,1123,1071,52,1123,1071,52,1108,1058,50,772,731,41,246,239,7,90,88,2,5,5,0,2,2,0,3,3,0,0,0,0,10,8,2,0,0,0
95VV30,1126,1098,28,1126,1098,28,1010,985,25,340,333,7,588,576,12,82,76,6,116,113,3,112,109,3,4,4,0,0,0,0,0,0,0,0,0,0
95WW01,1329,1257,72,1329,1257,72,1111,1064,47,182,176,6,360,350,10,569,538,31,218,193,25,208,184,24,6,6,0,4,3,1,0,0,0,0,0,0
95WW02,1589,1533,56,1589,1533,56,1398,1352,46,674,662,12,350,336,14,374,354,20,191,181,10,184,177,7,3,3,0,4,1,3,0,0,0,0,0,0
95WW03,1648,1583,65,1648,1583,65,1410,1356,54,378,372,6,449,432,17,583,552,31,238,227,11,225,217,8,6,5,1,7,5,2,0,0,0,0,0,0
95WW04,1112,1098,14,1112,1098,14,1096,1085,11,201,199,2,599,593,6,296,293,3,16,13,3,16,13,3,0,0,0,0,0,0,0,0,0,0,0,0
95WW05,1208,1157,51,1208,1157,51,1069,1034,35,317,307,10,577,562,15,175,165,10,139,123,16,132,119,13,6,4,2,1,0,1,0,0,0,0,0,0
95WW06,1269,1198,71,1269,1198,71,1203,1144,59,819,783,36,246,236,10,138,125,13,63,51,12,62,50,12,1,1,0,0,0,0,3,3,0,0,0,0
95WW07,1668,1602,66,1668,1602,66,1635,1571,64,824,787,37,625,613,12,186,171,15,29,28,1,26,25,1,1,1,0,2,2,0,4,3,1,0,0,0
95WW08,1065,1037,28,1065,1037,28,1059,1031,28,310,301,9,706,687,19,43,43,0,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
95WW09,1152,1111,41,1152,1111,41,1049,1021,28,575,564,11,208,198,10,266,259,7,103,90,13,99,86,13,4,4,0,0,0,0,0,0,0,0,0,0
95WW10,1197,1176,21,1197,1176,21,1173,1152,21,170,170,0,380,373,7,623,609,14,24,24,0,23,23,0,1,1,0,0,0,0,0,0,0,0,0,0
95WW11,1142,1106,36,1142,1106,36,1091,1064,27,650,641,9,374,365,9,67,58,9,51,42,9,48,40,8,1,1,0,2,1,1,0,0,0,0,0,0
95WW12,1151,1100,51,1151,1100,51,869,841,28,88,86,2,158,152,6,623,603,20,282,259,23,272,249,23,2,2,0,8,8,0,0,0,0,0,0,0
95WW13,1480,1433,47,1480,1433,47,1403,1361,42,674,660,14,433,419,14,296,282,14,75,70,5,72,67,5,1,1,0,2,2,0,2,2,0,0,0,0
95WW14,1091,1043,48,1091,1043,48,759,738,21,56,56,0,243,237,6,460,445,15,332,305,27,327,300,27,5,5,0,0,0,0,0,0,0,0,0,0
95WW15,1247,1229,18,1247,1229,18,1196,1184,12,382,378,4,766,758,8,48,48,0,51,45,6,50,44,6,1,1,0,0,0,0,0,0,0,0,0,0
95WW16,1307,1260,47,1307,1260,47,1090,1056,34,114,110,4,676,662,14,300,284,16,217,204,13,210,197,13,7,7,0,0,0,0,0,0,0,0,0,0
95WW17,1029,991,38,1029,991,38,895,868,27,368,365,3,206,204,2,321,299,22,134,123,11,131,120,11,2,2,0,1,1,0,0,0,0,0,0,0
95WW18,1044,1000,44,1044,1000,44,1002,961,41,114,110,4,705,680,25,183,171,12,42,39,3,35,34,1,3,3,0,4,2,2,0,0,0,0,0,0
95WW19,2257,2204,53,2257,2204,53,2152,2109,43,1640,1620,20,390,376,14,122,113,9,104,94,10,104,94,10,0,0,0,0,0,0,1,1,0,0,0,0
95WW20,3184,2974,210,3184,2974,210,2998,2804,194,1308,1274,34,1283,1138,145,407,392,15,181,166,15,168,155,13,5,5,0,8,6,2,5,4,1,0,0,0
95WW21,1540,1481,59,1540,1481,59,1268,1231,37,112,109,3,374,370,4,782,752,30,272,250,22,268,246,22,2,2,0,2,2,0,0,0,0,0,0,0
95WW22,1249,1228,21,1249,1228,21,1174,1158,16,255,255,0,286,283,3,633,620,13,75,70,5,71,66,5,4,4,0,0,0,0,0,0,0,0,0,0
95WW23,1539,1455,84,1539,1455,84,1253,1200,53,755,725,30,206,196,10,292,279,13,286,255,31,277,248,29,9,7,2,0,0,0,0,0,0,0,0,0
95WW24,1649,1578,71,1649,1578,71,1031,1007,24,83,79,4,521,515,6,427,413,14,618,571,47,610,564,46,6,5,1,2,2,0,0,0,0,0,0,0
95WW25,1234,1137,97,1234,1137,97,645,617,28,108,102,6,268,255,13,269,260,9,589,520,69,579,510,69,10,10,0,0,0,0,0,0,0,0,0,0
95XX01,1878,1849,29,1878,1849,29,1845,1820,25,1088,1073,15,699,690,9,58,57,1,33,29,4,31,27,4,2,2,0,0,0,0,0,0,0,0,0,0
95XX02,1153,1066,87,1153,1066,87,966,920,46,415,397,18,437,418,19,114,105,9,187,146,41,166,133,33,13,9,4,8,4,4,0,0,0,0,0,0
95XX03,1080,1057,23,1080,1057,23,1070,1050,20,670,660,10,381,375,6,19,15,4,10,7,3,6,6,0,4,1,3,0,0,0,0,0,0,0,0,0
95XX04,1436,1402,34,1436,1402,34,1402,1370,32,442,437,5,927,901,26,33,32,1,34,32,2,31,29,2,2,2,0,1,1,0,0,0,0,0,0,0
95XX05,1321,1238,83,1321,1238,83,1025,966,59,517,499,18,194,177,17,314,290,24,296,272,24,284,264,20,4,4,0,8,4,4,0,0,0,0,0,0
95XX06,1703,1598,105,1703,1598,105,1583,1493,90,480,474,6,458,447,11,645,572,73,120,105,15,118,103,15,2,2,0,0,0,0,0,0,0,0,0,0
95XX07,1347,1278,69,1347,1278,69,1159,1117,42,676,659,17,388,372,16,95,86,9,188,161,27,178,154,24,4,1,3,6,6,0,0,0,0,0,0,0
95XX08,1226,1173,53,1224,1171,53,1000,977,23,470,460,10,495,485,10,35,32,3,224,194,30,222,193,29,1,1,0,1,0,1,0,0,0,2,2,0
95XX09,1325,1255,70,1325,1255,70,1125,1074,51,484,463,21,563,537,26,78,74,4,200,181,19,198,179,19,0,0,0,2,2,0,0,0,0,0,0,0
95XX10,1918,1842,76,1918,1842,76,1815,1768,47,551,544,7,748,729,19,516,495,21,103,74,29,97,69,28,6,5,1,0,0,0,0,0,0,0,0,0
95XX11,2685,2621,64,2685,2621,64,2393,2340,53,679,668,11,798,777,21,916,895,21,292,281,11,290,279,11,2,2,0,0,0,0,0,0,0,0,0,0
95XX12,1071,1002,69,1071,1002,69,1019,956,63,846,796,50,121,115,6,52,45,7,52,46,6,48,42,6,2,2,0,2,2,0,0,0,0,0,0,0
95XX13,1262,1176,86,1262,1176,86,1159,1103,56,872,837,35,199,188,11,88,78,10,103,73,30,82,55,27,20,17,3,1,1,0,0,0,0,0,0,0
95XX14,1001,955,46,1001,955,46,964,924,40,723,694,29,196,187,9,45,43,2,37,31,6,24,19,5,11,10,1,2,2,0,0,0,0,0,0,0
95XX15,1253,1192,61,1253,1192,61,1000,961,39,148,139,9,409,397,12,443,425,18,253,231,22,252,230,22,1,1,0,0,0,0,0,0,0,0,0,0
95XX16,1510,1392,118,1510,1392,118,1333,1241,92,912,848,64,185,172,13,236,221,15,108,94,14,99,86,13,7,7,0,2,1,1,69,57,12,0,0,0
95XX17,1654,1425,229,1631,1414,217,1154,1062,92,173,168,5,228,214,14,753,680,73,477,352,125,216,174,42,223,147,76,38,31,7,0,0,0,23,11,12
95XX18,1460,1348,112,1454,1342,112,1074,1011,63,239,229,10,327,315,12,508,467,41,380,331,49,345,307,38,28,18,10,7,6,1,0,0,0,6,6,0
95XX19,1181,1106,75,1176,1104,72,968,929,39,618,600,18,225,209,16,125,120,5,208,175,33,167,148,19,39,26,13,2,1,1,0,0,0,5,2,3
95XX20,1474,1363,111,1474,1363,111,1154,1059,95,114,110,4,454,436,18,586,513,73,320,304,16,311,295,16,9,9,0,0,0,0,0,0,0,0,0,0
95XX21,1282,1176,106,1282,1176,106,962,926,36,631,614,17,216,210,6,115,102,13,320,250,70,285,221,64,34,28,6,1,1,0,0,0,0,0,0,0
95XX22,1067,1010,57,1067,1010,57,1032,977,55,193,187,6,510,498,12,329,292,37,35,33,2,22,22,0,4,3,1,9,8,1,0,0,0,0,0,0
95XX23,1525,1451,74,1525,1451,74,1215,1159,56,85,81,4,602,588,14,528,490,38,310,292,18,291,274,17,18,18,0,1,0,1,0,0,0,0,0,0
95XX24,1226,1184,42,1226,1184,42,1127,1097,30,298,290,8,810,788,22,19,19,0,99,87,12,98,86,12,1,1,0,0,0,0,0,0,0,0,0,0
95XX25,1138,1096,42,1138,1096,42,947,913,34,112,111,1,495,476,19,340,326,14,191,183,8,184,176,8,7,7,0,0,0,0,0,0,0,0,0,0
95YY01,918,861,57,918,861,57,885,840,45,680,644,36,144,138,6,61,58,3,32,20,12,17,15,2,10,3,7,5,2,3,1,1,0,0,0,0
95YY02,943,883,60,938,882,56,880,833,47,393,369,24,263,255,8,224,209,15,58,49,9,52,44,8,4,4,0,2,1,1,0,0,0,5,1,4
95YY03,1044,991,53,1044,991,53,1039,987,52,966,916,50,63,62,1,10,9,1,3,2,1,1,1,0,1,1,0,1,0,1,2,2,0,0,0,0
95YY04,1334,1270,64,1334,1270,64,1218,1173,45,620,603,17,353,340,13,245,230,15,116,97,19,108,90,18,7,7,0,1,0,1,0,0,0,0,0,0
95YY05,844,745,99,844,745,99,791,716,75,250,232,18,258,246,12,283,238,45,53,29,24,18,16,2,12,9,3,23,4,19,0,0,0,0,0,0
95YY06,926,858,68,926,858,68,911,847,64,540,509,31,150,142,8,221,196,25,15,11,4,6,6,0,0,0,0,9,5,4,0,0,0,0,0,0
95YY07,960,912,48,960,912,48,953,906,47,785,763,22,124,103,21,44,40,4,5,5,0,3,3,0,1,1,0,1,1,0,2,1,1,0,0,0
95YY08,834,789,45,834,789,45,814,775,39,568,537,31,145,139,6,101,99,2,16,12,4,10,8,2,1,0,1,5,4,1,4,2,2,0,0,0
95YY09,1101,1014,87,1101,1014,87,925,885,40,453,442,11,291,280,11,181,163,18,176,129,47,150,115,35,8,8,0,18,6,12,0,0,0,0,0,0
95YY10,738,705,33,738,705,33,738,705,33,700,668,32,35,34,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95YY11,901,820,81,901,820,81,853,800,53,458,430,28,156,151,5,239,219,20,46,18,28,43,16,27,0,0,0,3,2,1,2,2,0,0,0,0
95YY12,1002,932,70,1002,932,70,940,885,55,673,645,28,157,148,9,110,92,18,60,45,15,53,43,10,3,1,2,4,1,3,2,2,0,0,0,0
95YY13,1155,1118,37,1155,1118,37,1081,1051,30,258,256,2,498,481,17,325,314,11,74,67,7,69,62,7,4,4,0,1,1,0,0,0,0,0,0,0
95YY14,1200,1147,53,1200,1147,53,1164,1118,46,471,452,19,562,543,19,131,123,8,36,29,7,36,29,7,0,0,0,0,0,0,0,0,0,0,0,0
95YY15,983,889,94,979,885,94,872,791,81,250,233,17,196,189,7,426,369,57,107,94,13,101,89,12,6,5,1,0,0,0,0,0,0,4,4,0
95YY16,834,798,36,834,798,36,832,796,36,747,717,30,69,64,5,16,15,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
95YY17,800,746,54,800,746,54,791,737,54,634,590,44,126,123,3,31,24,7,7,7,0,4,4,0,0,0,0,3,3,0,2,2,0,0,0,0
95YY18,796,746,50,796,746,50,782,736,46,652,615,37,79,75,4,51,46,5,12,8,4,4,4,0,2,2,0,6,2,4,2,2,0,0,0,0
95YY19,782,707,75,782,707,75,636,597,39,218,206,12,228,218,10,190,173,17,146,110,36,119,93,26,17,14,3,10,3,7,0,0,0,0,0,0
95YY20,782,721,61,782,721,61,775,716,59,666,619,47,69,66,3,40,31,9,5,3,2,3,1,2,1,1,0,1,1,0,2,2,0,0,0,0
95YY21,843,791,52,843,791,52,825,777,48,688,648,40,67,63,4,70,66,4,15,12,3,7,5,2,3,2,1,5,5,0,3,2,1,0,0,0
95ZZ01,1040,994,46,1040,994,46,1031,986,45,714,686,28,222,216,6,95,84,11,6,5,1,5,4,1,1,1,0,0,0,0,3,3,0,0,0,0
95ZZ02,780,751,29,780,751,29,774,745,29,97,96,1,229,223,6,448,426,22,6,6,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0
95ZZ03,958,884,74,958,884,74,894,846,48,298,289,9,334,303,31,262,254,8,63,37,26,19,18,1,4,4,0,40,15,25,1,1,0,0,0,0
95ZZ04,953,911,42,953,911,42,945,905,40,703,674,29,197,189,8,45,42,3,7,5,2,4,3,1,1,1,0,2,1,1,1,1,0,0,0,0
95ZZ05,831,769,62,831,769,62,821,763,58,608,558,50,122,121,1,91,84,7,7,3,4,4,2,2,2,1,1,1,0,1,3,3,0,0,0,0
95ZZ06,826,786,40,826,786,40,758,731,27,114,113,1,201,199,2,443,419,24,68,55,13,58,50,8,5,4,1,5,1,4,0,0,0,0,0,0
95ZZ07,1051,1010,41,1051,1010,41,1047,1009,38,575,557,18,321,309,12,151,143,8,2,1,1,0,0,0,0,0,0,2,1,1,2,0,2,0,0,0
95ZZ08,1011,934,77,1011,934,77,995,925,70,695,648,47,209,197,12,91,80,11,6,4,2,2,2,0,2,1,1,2,1,1,10,5,5,0,0,0
95ZZ09,936,881,55,936,881,55,907,866,41,393,378,15,320,301,19,194,187,7,28,14,14,6,3,3,4,4,0,18,7,11,1,1,0,0,0,0
95ZZ10,1365,1262,103,1365,1262,103,1220,1152,68,558,543,15,404,394,10,258,215,43,145,110,35,131,101,30,8,7,1,6,2,4,0,0,0,0,0,0
95ZZ11,807,745,62,807,745,62,790,731,59,656,605,51,91,88,3,43,38,5,10,8,2,1,1,0,4,4,0,5,3,2,7,6,1,0,0,0
95ZZ12,920,868,52,920,868,52,906,855,51,284,279,5,264,251,13,358,325,33,14,13,1,8,8,0,2,1,1,4,4,0,0,0,0,0,0,0
95ZZ13,920,879,41,920,879,41,914,873,41,618,597,21,195,184,11,101,92,9,2,2,0,1,1,0,0,0,0,1,1,0,4,4,0,0,0,0
95ZZ14,1133,1111,22,1133,1111,22,1113,1093,20,419,414,5,491,484,7,203,195,8,20,18,2,19,17,2,1,1,0,0,0,0,0,0,0,0,0,0
95ZZ15,834,804,30,834,804,30,828,800,28,617,595,22,149,143,6,62,62,0,3,3,0,2,2,0,1,1,0,0,0,0,3,1,2,0,0,0
95ZZ16,1290,1228,62,1290,1228,62,1194,1148,46,437,433,4,398,375,23,359,340,19,96,80,16,87,73,14,8,6,2,1,1,0,0,0,0,0,0,0
