GeographyCode,KS211NI0001,KS211NI0002,KS211NI0003,KS211NI0004,KS211NI0005,KS211NI0006,KS211NI0007,KS211NI0008,KS211NI0009,KS211NI0010,KS211NI0011,KS211NI0012,KS211NI0013,KS211NI0014,KS211NI0015,KS211NI0016,KS211NI0017
95AA01S1,1113,141,72,53,12,321,23,482,9,12.67,6.47,4.76,1.08,28.84,2.07,43.31,0.81
95AA01S2,1829,939,290,219,50,76,7,170,78,51.34,15.86,11.97,2.73,4.16,0.38,9.29,4.26
95AA01S3,1502,276,559,169,20,130,13,235,100,18.38,37.22,11.25,1.33,8.66,0.87,15.65,6.66
95AA02W1,1734,504,461,348,20,59,6,204,132,29.07,26.59,20.07,1.15,3.40,0.35,11.76,7.61
95AA03W1,1822,135,684,378,50,110,15,315,135,7.41,37.54,20.75,2.74,6.04,0.82,17.29,7.41
95AA04W1,3013,751,1198,317,64,193,19,343,128,24.93,39.76,10.52,2.12,6.41,0.63,11.38,4.25
95AA05W1,2701,1579,482,157,8,110,10,178,177,58.46,17.85,5.81,0.30,4.07,0.37,6.59,6.55
95AA06S1,1953,1489,83,122,3,30,3,91,132,76.24,4.25,6.25,0.15,1.54,0.15,4.66,6.76
95AA06S2,2694,2022,157,140,10,39,6,131,189,75.06,5.83,5.20,0.37,1.45,0.22,4.86,7.02
95AA07W1,2140,283,1042,300,10,201,16,189,99,13.22,48.69,14.02,0.47,9.39,0.75,8.83,4.63
95AA08W1,1698,680,353,192,12,66,13,247,135,40.05,20.79,11.31,0.71,3.89,0.77,14.55,7.95
95AA09W1,2220,387,669,410,47,118,26,346,217,17.43,30.14,18.47,2.12,5.32,1.17,15.59,9.77
95AA10W1,1953,712,437,224,54,95,23,292,116,36.46,22.38,11.47,2.76,4.86,1.18,14.95,5.94
95AA11S1,2800,832,675,425,70,143,29,455,171,29.71,24.11,15.18,2.50,5.11,1.04,16.25,6.11
95AA11S2,2564,1043,516,292,44,135,24,346,164,40.68,20.12,11.39,1.72,5.27,0.94,13.49,6.40
95AA12W1,2775,133,1491,357,31,282,20,332,129,4.79,53.73,12.86,1.12,10.16,0.72,11.96,4.65
95AA13S1,1745,1116,213,90,16,48,7,129,126,63.95,12.21,5.16,0.92,2.75,0.40,7.39,7.22
95AA13S2,1562,1023,187,88,5,54,2,101,102,65.49,11.97,5.63,0.32,3.46,0.13,6.47,6.53
95AA14W1,2349,816,836,169,27,183,13,178,127,34.74,35.59,7.19,1.15,7.79,0.55,7.58,5.41
95AA15S1,2641,998,551,293,38,158,52,423,128,37.79,20.86,11.09,1.44,5.98,1.97,16.02,4.85
95AA15S2,1545,588,235,165,31,71,43,273,139,38.06,15.21,10.68,2.01,4.60,2.78,17.67,9.00
95AA16W1,1807,291,608,366,34,120,14,256,118,16.10,33.65,20.25,1.88,6.64,0.77,14.17,6.53
95AA17W1,2142,694,407,301,45,99,25,395,176,32.40,19.00,14.05,2.10,4.62,1.17,18.44,8.22
95AA18W1,2439,283,1043,346,61,158,34,348,166,11.60,42.76,14.19,2.50,6.48,1.39,14.27,6.81
95AA19W1,2687,2335,94,37,3,36,3,56,123,86.90,3.50,1.38,0.11,1.34,0.11,2.08,4.58
95BB01S1,1574,224,679,158,48,166,14,190,95,14.23,43.14,10.04,3.05,10.55,0.89,12.07,6.04
95BB01S2,2035,124,928,283,66,196,11,333,94,6.09,45.60,13.91,3.24,9.63,0.54,16.36,4.62
95BB02W1,2347,184,861,388,113,184,31,390,196,7.84,36.69,16.53,4.81,7.84,1.32,16.62,8.35
95BB03S1,2026,42,811,535,57,187,17,268,109,2.07,40.03,26.41,2.81,9.23,0.84,13.23,5.38
95BB03S2,2193,132,804,368,105,233,28,401,122,6.02,36.66,16.78,4.79,10.62,1.28,18.29,5.56
95BB04S1,1438,90,540,206,89,124,17,239,133,6.26,37.55,14.33,6.19,8.62,1.18,16.62,9.25
95BB04S2,1610,83,620,299,101,195,5,237,70,5.16,38.51,18.57,6.27,12.11,0.31,14.72,4.35
95BB05S1,1490,44,671,237,52,156,33,212,85,2.95,45.03,15.91,3.49,10.47,2.21,14.23,5.70
95BB05S2,1911,35,780,408,83,172,17,308,108,1.83,40.82,21.35,4.34,9.00,0.89,16.12,5.65
95BB06W1,2870,255,1102,401,106,186,56,520,244,8.89,38.40,13.97,3.69,6.48,1.95,18.12,8.50
95BB07S1,1658,66,695,247,69,131,19,313,118,3.98,41.92,14.90,4.16,7.90,1.15,18.88,7.12
95BB07S2,1295,20,658,169,76,110,11,199,52,1.54,50.81,13.05,5.87,8.49,0.85,15.37,4.02
95BB08S1,1331,69,605,194,62,87,20,209,85,5.18,45.45,14.58,4.66,6.54,1.50,15.70,6.39
95BB08S2,1294,53,636,191,57,99,11,198,49,4.10,49.15,14.76,4.40,7.65,0.85,15.30,3.79
95BB09S1,1325,44,602,207,53,116,6,229,68,3.32,45.43,15.62,4.00,8.75,0.45,17.28,5.13
95BB09S2,1618,63,752,244,54,121,6,311,67,3.89,46.48,15.08,3.34,7.48,0.37,19.22,4.14
95BB10S1,1690,112,533,382,113,86,23,330,111,6.63,31.54,22.60,6.69,5.09,1.36,19.53,6.57
95BB10S2,1637,80,645,289,124,106,17,284,92,4.89,39.40,17.65,7.57,6.48,1.04,17.35,5.62
95BB11S1,1408,39,571,342,68,83,16,216,73,2.77,40.55,24.29,4.83,5.89,1.14,15.34,5.18
95BB11S2,1547,59,534,369,94,112,21,263,95,3.81,34.52,23.85,6.08,7.24,1.36,17.00,6.14
95BB12S1,1440,126,450,215,61,107,37,326,118,8.75,31.25,14.93,4.24,7.43,2.57,22.64,8.19
95BB12S2,1336,70,511,233,56,130,16,244,76,5.24,38.25,17.44,4.19,9.73,1.20,18.26,5.69
95BB13S1,1392,67,489,242,78,136,14,282,84,4.81,35.13,17.39,5.60,9.77,1.01,20.26,6.03
95BB13S2,1472,100,615,216,66,115,26,224,110,6.79,41.78,14.67,4.48,7.81,1.77,15.22,7.47
95BB13S3,1580,89,599,255,101,144,9,317,66,5.63,37.91,16.14,6.39,9.11,0.57,20.06,4.18
95BB14S1,1510,63,722,271,31,91,12,261,59,4.17,47.81,17.95,2.05,6.03,0.79,17.28,3.91
95BB14S2,1606,99,663,283,37,94,18,330,82,6.16,41.28,17.62,2.30,5.85,1.12,20.55,5.11
95BB15S1,2005,977,337,192,35,72,18,236,138,48.73,16.81,9.58,1.75,3.59,0.90,11.77,6.88
95BB15S2,1484,890,183,99,30,51,4,145,82,59.97,12.33,6.67,2.02,3.44,0.27,9.77,5.53
95BB16S1,1533,48,740,249,41,101,17,265,72,3.13,48.27,16.24,2.67,6.59,1.11,17.29,4.70
95BB16S2,1603,82,712,284,40,111,12,291,71,5.12,44.42,17.72,2.50,6.92,0.75,18.15,4.43
95BB17S1,1793,108,638,315,94,145,7,391,95,6.02,35.58,17.57,5.24,8.09,0.39,21.81,5.30
95BB17S2,1763,80,633,240,72,197,19,396,126,4.54,35.90,13.61,4.08,11.17,1.08,22.46,7.15
95BB18S1,1688,27,715,300,64,136,14,302,130,1.60,42.36,17.77,3.79,8.06,0.83,17.89,7.70
95BB18S2,2591,108,980,398,152,287,12,527,127,4.17,37.82,15.36,5.87,11.08,0.46,20.34,4.90
95BB19S1,1613,142,627,264,96,132,15,240,97,8.80,38.87,16.37,5.95,8.18,0.93,14.88,6.01
95BB19S2,1784,113,605,339,119,178,11,359,60,6.33,33.91,19.00,6.67,9.98,0.62,20.12,3.36
95BB19S3,1391,88,473,217,114,142,17,280,60,6.33,34.00,15.60,8.20,10.21,1.22,20.13,4.31
95BB20S1,1889,1348,148,95,36,23,2,138,99,71.36,7.83,5.03,1.91,1.22,0.11,7.31,5.24
95BB20S2,1524,1224,45,64,9,11,6,100,65,80.31,2.95,4.20,0.59,0.72,0.39,6.56,4.27
95BB21S1,2387,51,857,367,120,479,27,324,162,2.14,35.90,15.37,5.03,20.07,1.13,13.57,6.79
95BB21S2,2332,433,687,278,153,202,16,434,129,18.57,29.46,11.92,6.56,8.66,0.69,18.61,5.53
95BB22S1,1557,53,630,255,72,135,7,319,86,3.40,40.46,16.38,4.62,8.67,0.45,20.49,5.52
95BB22S2,1483,44,590,297,69,94,7,291,91,2.97,39.78,20.03,4.65,6.34,0.47,19.62,6.14
95BB23S1,1540,179,482,284,84,136,11,276,88,11.62,31.30,18.44,5.45,8.83,0.71,17.92,5.71
95BB23S2,1485,94,557,221,104,174,27,227,81,6.33,37.51,14.88,7.00,11.72,1.82,15.29,5.45
95CC01W1,2558,2136,57,53,3,57,16,76,160,83.50,2.23,2.07,0.12,2.23,0.63,2.97,6.25
95CC02W1,2725,1789,200,338,54,119,3,103,119,65.65,7.34,12.40,1.98,4.37,0.11,3.78,4.37
95CC03W1,2817,2195,31,70,5,37,14,170,295,77.92,1.10,2.48,0.18,1.31,0.50,6.03,10.47
95CC04W1,2440,1625,364,126,0,70,4,46,205,66.60,14.92,5.16,0,2.87,0.16,1.89,8.40
95CC05W1,2774,1701,205,380,66,116,17,109,180,61.32,7.39,13.70,2.38,4.18,0.61,3.93,6.49
95CC06S1,1468,785,168,219,8,60,21,98,109,53.47,11.44,14.92,0.54,4.09,1.43,6.68,7.43
95CC06S2,1308,610,214,257,22,52,3,66,84,46.64,16.36,19.65,1.68,3.98,0.23,5.05,6.42
95CC07W1,3475,2597,256,100,7,94,6,68,347,74.73,7.37,2.88,0.20,2.71,0.17,1.96,9.99
95CC08W1,2565,2184,25,22,3,21,4,55,251,85.15,0.97,0.86,0.12,0.82,0.16,2.14,9.79
95CC09S1,1496,170,543,442,42,159,8,62,70,11.36,36.30,29.55,2.81,10.63,0.53,4.14,4.68
95CC09S2,1858,79,597,575,91,235,19,146,116,4.25,32.13,30.95,4.90,12.65,1.02,7.86,6.24
95CC10W1,2577,455,553,735,180,387,16,163,88,17.66,21.46,28.52,6.98,15.02,0.62,6.33,3.41
95CC11W1,1795,1488,27,6,1,9,0,44,220,82.90,1.50,0.33,0.06,0.50,0,2.45,12.26
95CC12W1,2785,1222,714,406,25,156,8,98,156,43.88,25.64,14.58,0.90,5.60,0.29,3.52,5.60
95CC13W1,2474,1212,480,407,32,123,15,87,118,48.99,19.40,16.45,1.29,4.97,0.61,3.52,4.77
95CC14W1,3035,262,690,1126,146,379,34,280,118,8.63,22.73,37.10,4.81,12.49,1.12,9.23,3.89
95CC15W1,2903,1067,306,775,177,261,14,158,145,36.76,10.54,26.70,6.10,8.99,0.48,5.44,4.99
95CC16W1,2820,374,1094,653,41,298,13,200,147,13.26,38.79,23.16,1.45,10.57,0.46,7.09,5.21
95CC17W1,2730,1771,327,261,12,110,19,80,150,64.87,11.98,9.56,0.44,4.03,0.70,2.93,5.49
95CC18W1,2342,1125,268,437,28,136,24,163,161,48.04,11.44,18.66,1.20,5.81,1.02,6.96,6.87
95CC19W1,2720,877,714,461,19,341,7,157,144,32.24,26.25,16.95,0.70,12.54,0.26,5.77,5.29
95CC20S1,1308,57,409,406,138,131,5,102,60,4.36,31.27,31.04,10.55,10.02,0.38,7.80,4.59
95CC20S2,1702,113,454,603,118,165,14,160,75,6.64,26.67,35.43,6.93,9.69,0.82,9.40,4.41
95CC21W1,2925,333,685,1022,165,289,11,276,144,11.38,23.42,34.94,5.64,9.88,0.38,9.44,4.92
95CC22W1,1740,336,336,605,30,108,12,174,139,19.31,19.31,34.77,1.72,6.21,0.69,10.00,7.99
95DD01W1,2099,302,972,267,59,182,19,188,110,14.39,46.31,12.72,2.81,8.67,0.91,8.96,5.24
95DD02S1,1453,36,808,226,22,150,13,118,80,2.48,55.61,15.55,1.51,10.32,0.89,8.12,5.51
95DD02S2,2435,143,1199,356,48,354,14,219,102,5.87,49.24,14.62,1.97,14.54,0.57,8.99,4.19
95DD03W1,3503,501,1363,423,59,425,40,462,230,14.30,38.91,12.08,1.68,12.13,1.14,13.19,6.57
95DD04W1,1926,95,841,334,39,183,18,207,209,4.93,43.67,17.34,2.02,9.50,0.93,10.75,10.85
95DD05W1,1739,67,704,371,29,140,27,221,180,3.85,40.48,21.33,1.67,8.05,1.55,12.71,10.35
95DD06W1,2588,476,1044,298,91,251,19,262,147,18.39,40.34,11.51,3.52,9.70,0.73,10.12,5.68
95DD07S1,1596,83,791,273,28,148,6,183,84,5.20,49.56,17.11,1.75,9.27,0.38,11.47,5.26
95DD07S2,1767,70,883,358,26,183,4,179,64,3.96,49.97,20.26,1.47,10.36,0.23,10.13,3.62
95DD08W1,2126,709,483,205,26,169,23,255,256,33.35,22.72,9.64,1.22,7.95,1.08,11.99,12.04
95DD09W1,2590,154,1509,186,87,318,18,207,111,5.95,58.26,7.18,3.36,12.28,0.69,7.99,4.29
95DD10W1,2805,79,1406,305,250,336,34,267,128,2.82,50.12,10.87,8.91,11.98,1.21,9.52,4.56
95DD11W1,2363,1225,330,164,16,99,11,237,281,51.84,13.97,6.94,0.68,4.19,0.47,10.03,11.89
95DD12W1,2610,373,1230,192,139,343,13,201,119,14.29,47.13,7.36,5.33,13.14,0.50,7.70,4.56
95DD13W1,1784,878,283,89,13,96,13,183,229,49.22,15.86,4.99,0.73,5.38,0.73,10.26,12.84
95DD14S1,1603,43,733,235,61,257,18,169,87,2.68,45.73,14.66,3.81,16.03,1.12,10.54,5.43
95DD14S2,1674,154,786,198,37,257,20,167,55,9.20,46.95,11.83,2.21,15.35,1.19,9.98,3.29
95DD15W1,3451,1981,795,138,22,172,23,149,171,57.40,23.04,4.00,0.64,4.98,0.67,4.32,4.96
95DD16W1,2981,349,1503,277,54,373,33,260,132,11.71,50.42,9.29,1.81,12.51,1.11,8.72,4.43
95DD17W1,3461,1318,1174,209,33,330,14,226,157,38.08,33.92,6.04,0.95,9.53,0.40,6.53,4.54
95DD18W1,1885,112,962,184,36,212,27,183,169,5.94,51.03,9.76,1.91,11.25,1.43,9.71,8.97
95DD19S1,1904,64,975,404,33,153,7,195,73,3.36,51.21,21.22,1.73,8.04,0.37,10.24,3.83
95DD19S2,1460,83,819,165,19,147,13,156,58,5.68,56.10,11.30,1.30,10.07,0.89,10.68,3.97
95DD20W1,1746,91,790,289,50,154,8,196,168,5.21,45.25,16.55,2.86,8.82,0.46,11.23,9.62
95DD21W1,2139,663,607,203,40,154,23,261,188,31.00,28.38,9.49,1.87,7.20,1.08,12.20,8.79
95DD22S1,1555,513,622,105,13,141,6,51,104,32.99,40.00,6.75,0.84,9.07,0.39,3.28,6.69
95DD22S2,1581,529,687,100,7,107,5,79,67,33.46,43.45,6.33,0.44,6.77,0.32,5.00,4.24
95DD23W1,2509,266,1415,177,10,271,15,245,110,10.60,56.40,7.05,0.40,10.80,0.60,9.76,4.38
95DD24W1,2711,1714,359,125,28,122,8,220,135,63.22,13.24,4.61,1.03,4.50,0.30,8.12,4.98
95EE01W1,1895,1668,69,16,3,23,0,44,72,88.02,3.64,0.84,0.16,1.21,0,2.32,3.80
95EE02W1,2095,87,933,540,15,207,9,193,111,4.15,44.53,25.78,0.72,9.88,0.43,9.21,5.30
95EE03W1,1999,292,790,341,35,202,9,205,125,14.61,39.52,17.06,1.75,10.11,0.45,10.26,6.25
95EE04W1,1993,741,608,212,15,152,5,160,100,37.18,30.51,10.64,0.75,7.63,0.25,8.03,5.02
95EE05W1,1509,143,753,251,13,130,11,133,75,9.48,49.90,16.63,0.86,8.61,0.73,8.81,4.97
95EE06W1,2278,1806,236,24,0,47,4,67,94,79.28,10.36,1.05,0,2.06,0.18,2.94,4.13
95EE07W1,1798,272,771,271,13,200,17,173,81,15.13,42.88,15.07,0.72,11.12,0.95,9.62,4.51
95EE08W1,1719,245,748,264,16,157,21,175,93,14.25,43.51,15.36,0.93,9.13,1.22,10.18,5.41
95EE09W1,1890,602,697,146,7,179,10,145,104,31.85,36.88,7.72,0.37,9.47,0.53,7.67,5.50
95EE10W1,1797,1011,426,59,5,117,9,75,95,56.26,23.71,3.28,0.28,6.51,0.50,4.17,5.29
95EE11W1,1677,561,621,158,5,142,9,118,63,33.45,37.03,9.42,0.30,8.47,0.54,7.04,3.76
95EE12W1,2507,285,997,539,18,248,11,261,148,11.37,39.77,21.50,0.72,9.89,0.44,10.41,5.90
95EE13W1,1529,307,548,224,17,183,12,152,86,20.08,35.84,14.65,1.11,11.97,0.78,9.94,5.62
95EE14W1,2684,343,1118,448,15,307,24,296,133,12.78,41.65,16.69,0.56,11.44,0.89,11.03,4.96
95EE15W1,1728,337,739,282,4,112,12,166,76,19.50,42.77,16.32,0.23,6.48,0.69,9.61,4.40
95EE16W1,2126,552,843,199,21,238,10,156,107,25.96,39.65,9.36,0.99,11.19,0.47,7.34,5.03
95FF01S1,2129,523,620,434,38,176,19,237,82,24.57,29.12,20.39,1.78,8.27,0.89,11.13,3.85
95FF01S2,2667,830,654,497,54,198,21,297,116,31.12,24.52,18.64,2.02,7.42,0.79,11.14,4.35
95FF02W1,2817,1519,642,230,19,134,5,152,116,53.92,22.79,8.16,0.67,4.76,0.18,5.40,4.12
95FF03W1,3006,1038,636,558,52,193,18,356,155,34.53,21.16,18.56,1.73,6.42,0.60,11.84,5.16
95FF04W1,2629,926,923,246,26,196,15,174,123,35.22,35.11,9.36,0.99,7.46,0.57,6.62,4.68
95FF05W1,2563,419,720,508,94,304,28,338,152,16.35,28.09,19.82,3.67,11.86,1.09,13.19,5.93
95FF06S1,2036,260,563,482,82,215,18,303,113,12.77,27.65,23.67,4.03,10.56,0.88,14.88,5.55
95FF06S2,2080,240,687,377,70,291,18,280,117,11.54,33.03,18.13,3.37,13.99,0.87,13.46,5.63
95FF07W1,2769,1232,428,477,45,111,11,274,191,44.49,15.46,17.23,1.63,4.01,0.40,9.90,6.90
95FF08W1,2364,591,697,496,59,198,8,203,112,25.00,29.48,20.98,2.50,8.38,0.34,8.59,4.74
95FF09W1,2522,913,408,583,44,189,17,212,156,36.20,16.18,23.12,1.74,7.49,0.67,8.41,6.19
95FF10W1,3473,434,1428,503,57,450,21,430,150,12.50,41.12,14.48,1.64,12.96,0.60,12.38,4.32
95FF11W1,2582,725,1109,204,6,246,25,187,80,28.08,42.95,7.90,0.23,9.53,0.97,7.24,3.10
95FF12W1,2724,1373,393,361,52,175,21,203,146,50.40,14.43,13.25,1.91,6.42,0.77,7.45,5.36
95FF13W1,2708,890,772,436,25,240,16,192,137,32.87,28.51,16.10,0.92,8.86,0.59,7.09,5.06
95FF14W1,2432,310,856,497,59,352,21,221,116,12.75,35.20,20.44,2.43,14.47,0.86,9.09,4.77
95FF15W1,2740,983,999,227,8,180,18,175,150,35.88,36.46,8.28,0.29,6.57,0.66,6.39,5.47
95FF16W1,2374,476,712,608,59,169,7,239,104,20.05,29.99,25.61,2.49,7.12,0.29,10.07,4.38
95FF17W1,1724,553,376,336,39,127,14,184,95,32.08,21.81,19.49,2.26,7.37,0.81,10.67,5.51
95GG01S1,1768,1567,4,9,0,6,4,48,130,88.63,0.23,0.51,0,0.34,0.23,2.71,7.35
95GG01S2,1523,1290,5,2,0,3,1,37,185,84.70,0.33,0.13,0,0.20,0.07,2.43,12.15
95GG01S3,1616,1387,5,3,0,4,7,78,132,85.83,0.31,0.19,0,0.25,0.43,4.83,8.17
95GG02S1,1745,1432,3,9,9,6,2,29,255,82.06,0.17,0.52,0.52,0.34,0.11,1.66,14.61
95GG02S2,2018,1610,7,18,6,9,3,57,308,79.78,0.35,0.89,0.30,0.45,0.15,2.82,15.26
95GG02S3,2224,1830,9,3,2,10,5,58,307,82.28,0.40,0.13,0.09,0.45,0.22,2.61,13.80
95GG03S1,2003,329,457,310,118,186,30,449,124,16.43,22.82,15.48,5.89,9.29,1.50,22.42,6.19
95GG03S2,1833,236,412,305,89,208,41,455,87,12.88,22.48,16.64,4.86,11.35,2.24,24.82,4.75
95GG03S3,2103,190,500,369,102,239,27,517,159,9.03,23.78,17.55,4.85,11.36,1.28,24.58,7.56
95GG04S1,1708,942,161,143,42,52,37,129,202,55.15,9.43,8.37,2.46,3.04,2.17,7.55,11.83
95GG04S2,1564,1119,119,61,31,34,6,65,129,71.55,7.61,3.90,1.98,2.17,0.38,4.16,8.25
95GG04S3,1636,93,394,390,119,90,20,273,257,5.68,24.08,23.84,7.27,5.50,1.22,16.69,15.71
95GG05S1,1813,987,91,98,24,45,36,390,142,54.44,5.02,5.41,1.32,2.48,1.99,21.51,7.83
95GG05S2,2009,898,157,117,27,63,45,505,197,44.70,7.81,5.82,1.34,3.14,2.24,25.14,9.81
95GG05S3,2106,743,165,154,58,93,54,581,258,35.28,7.83,7.31,2.75,4.42,2.56,27.59,12.25
95GG06S1,1925,47,571,548,159,170,21,228,181,2.44,29.66,28.47,8.26,8.83,1.09,11.84,9.40
95GG06S2,1779,92,484,407,212,143,29,244,168,5.17,27.21,22.88,11.92,8.04,1.63,13.72,9.44
95GG06S3,1922,112,592,423,162,176,21,276,160,5.83,30.80,22.01,8.43,9.16,1.09,14.36,8.32
95GG07S1,1862,1509,18,22,0,25,6,81,201,81.04,0.97,1.18,0,1.34,0.32,4.35,10.79
95GG07S2,1922,1560,6,23,0,20,18,90,205,81.17,0.31,1.20,0,1.04,0.94,4.68,10.67
95GG07S3,1701,1469,7,7,1,6,7,44,160,86.36,0.41,0.41,0.06,0.35,0.41,2.59,9.41
95GG08S1,1394,987,64,49,15,23,11,133,112,70.80,4.59,3.52,1.08,1.65,0.79,9.54,8.03
95GG08S2,1730,958,168,104,88,51,14,164,183,55.38,9.71,6.01,5.09,2.95,0.81,9.48,10.58
95GG08S3,1786,845,227,151,59,95,20,224,165,47.31,12.71,8.45,3.30,5.32,1.12,12.54,9.24
95GG09S1,2151,126,684,435,142,232,24,407,101,5.86,31.80,20.22,6.60,10.79,1.12,18.92,4.70
95GG09S2,1896,133,541,376,171,200,14,359,102,7.01,28.53,19.83,9.02,10.55,0.74,18.93,5.38
95GG09S3,2118,133,583,522,137,185,16,385,157,6.28,27.53,24.65,6.47,8.73,0.76,18.18,7.41
95GG10S1,1826,190,401,390,145,116,23,340,221,10.41,21.96,21.36,7.94,6.35,1.26,18.62,12.10
95GG10S2,2172,209,462,531,193,146,43,365,223,9.62,21.27,24.45,8.89,6.72,1.98,16.80,10.27
95GG11S1,1895,176,424,345,68,140,17,441,284,9.29,22.37,18.21,3.59,7.39,0.90,23.27,14.99
95GG11S2,1687,171,400,288,129,195,21,338,145,10.14,23.71,17.07,7.65,11.56,1.24,20.04,8.60
95GG11S3,1871,237,408,285,90,208,33,405,205,12.67,21.81,15.23,4.81,11.12,1.76,21.65,10.96
95GG12S1,1555,574,151,110,29,66,64,431,130,36.91,9.71,7.07,1.86,4.24,4.12,27.72,8.36
95GG12S2,1958,947,122,110,20,59,70,420,210,48.37,6.23,5.62,1.02,3.01,3.58,21.45,10.73
95GG12S3,1488,795,73,56,13,25,37,291,198,53.43,4.91,3.76,0.87,1.68,2.49,19.56,13.31
95GG12S4,1703,695,119,57,16,66,71,439,240,40.81,6.99,3.35,0.94,3.88,4.17,25.78,14.09
95GG12S5,2241,1473,49,56,8,33,63,230,329,65.73,2.19,2.50,0.36,1.47,2.81,10.26,14.68
95GG13S1,1333,214,336,249,100,93,20,195,126,16.05,25.21,18.68,7.50,6.98,1.50,14.63,9.45
95GG13S2,1752,992,184,120,72,43,14,217,110,56.62,10.50,6.85,4.11,2.45,0.80,12.39,6.28
95GG13S3,1637,355,421,261,187,105,12,189,107,21.69,25.72,15.94,11.42,6.41,0.73,11.55,6.54
95GG14S1,1617,736,317,163,68,59,10,163,101,45.52,19.60,10.08,4.21,3.65,0.62,10.08,6.25
95GG14S2,1597,1164,88,78,23,20,16,127,81,72.89,5.51,4.88,1.44,1.25,1.00,7.95,5.07
95GG14S3,1606,559,366,182,104,63,14,187,131,34.81,22.79,11.33,6.48,3.92,0.87,11.64,8.16
95GG15S1,1959,246,667,339,125,155,12,353,62,12.56,34.05,17.30,6.38,7.91,0.61,18.02,3.16
95GG15S2,2052,240,603,339,125,159,19,470,97,11.70,29.39,16.52,6.09,7.75,0.93,22.90,4.73
95GG15S3,1909,167,617,366,111,175,14,307,152,8.75,32.32,19.17,5.81,9.17,0.73,16.08,7.96
95GG16S1,1996,1292,78,43,9,27,23,272,252,64.73,3.91,2.15,0.45,1.35,1.15,13.63,12.63
95GG16S2,1970,1399,46,35,6,21,25,254,184,71.02,2.34,1.78,0.30,1.07,1.27,12.89,9.34
95GG16S3,1486,780,119,132,43,67,32,206,107,52.49,8.01,8.88,2.89,4.51,2.15,13.86,7.20
95GG17S1,2031,1595,23,13,8,17,22,141,212,78.53,1.13,0.64,0.39,0.84,1.08,6.94,10.44
95GG17S2,1595,1121,69,69,40,31,5,116,144,70.28,4.33,4.33,2.51,1.94,0.31,7.27,9.03
95GG17S3,1704,651,276,294,78,67,3,164,171,38.20,16.20,17.25,4.58,3.93,0.18,9.62,10.04
95GG18S1,2553,2082,8,12,18,1,12,84,336,81.55,0.31,0.47,0.71,0.04,0.47,3.29,13.16
95GG18S2,2422,1922,6,12,2,24,17,90,349,79.36,0.25,0.50,0.08,0.99,0.70,3.72,14.41
95GG19S1,2019,43,657,673,156,131,12,151,196,2.13,32.54,33.33,7.73,6.49,0.59,7.48,9.71
95GG19S2,2563,277,734,706,177,123,11,246,289,10.81,28.64,27.55,6.91,4.80,0.43,9.60,11.28
95GG20S1,2807,530,684,387,165,167,57,497,320,18.88,24.37,13.79,5.88,5.95,2.03,17.71,11.40
95GG20S2,2094,287,631,314,158,144,31,267,262,13.71,30.13,15.00,7.55,6.88,1.48,12.75,12.51
